"s"	"review"	"id"	"category"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/78acce63-0b07-454b-bb62-6b5d85f6704d"	"High cutlet, french fries and sliced ??guns cream Absolutely YES !!! &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/3cixty/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/78acce63-0b07-454b-bb62-6b5d85f6704d"	"High cutlet, french fries and sliced ??guns cream Absolutely YES !!! &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/foursquare/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/7f4b88fc-f6cc-4c32-96fa-b18a5a5d50b7"	"Chicken? really good ... And what about the cheese selection. &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/3cixty/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/7f4b88fc-f6cc-4c32-96fa-b18a5a5d50b7"	"Chicken? really good ... And what about the cheese selection. &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/foursquare/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/9e049386-ff88-4800-ab39-f7e92093f380"	"And the ice cream with crunchy chocolate paid? &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/3cixty/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/9e049386-ff88-4800-ab39-f7e92093f380"	"And the ice cream with crunchy chocolate paid? &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/foursquare/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/9fc8a139-f70e-4ece-a11c-5bbad1399d29"	"Be guided by Paul, the quality? commodity here? queen. &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/3cixty/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/9fc8a139-f70e-4ece-a11c-5bbad1399d29"	"Be guided by Paul, the quality? commodity here? queen. &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/foursquare/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/e4e75c6c-c50d-4978-9e5a-752e8e6cb59f"	"To go ... and go! Rustic, Garden; friendly staff, food quality? and inspiration. The cheese flan? delicious as an appetizer. &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/3cixty/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/e4e75c6c-c50d-4978-9e5a-752e8e6cb59f"	"To go ... and go! Rustic, Garden; friendly staff, food quality? and inspiration. The cheese flan? delicious as an appetizer. &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/foursquare/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/f0ad5c2f-18e1-4161-9b1f-e1dfc6f33840"	"Truly exquisite the &quot;devilled chicken&quot;, also the ravioli are a kindness? !!!! &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/3cixty/italianrestaurant"
"http://data.linkedevents.org/location/ce6f53b4-cd25-4dfd-991f-8ea322f5af10/review/f0ad5c2f-18e1-4161-9b1f-e1dfc6f33840"	"Truly exquisite the &quot;devilled chicken&quot;, also the ravioli are a kindness? !!!! &quot;"	"https://www.foursquare.com/v/antica-trattoria-del-gallo/4bb728b3941ad13a895420e3"	"http://data.linkedevents.org/kos/foursquare/italianrestaurant"
"http://data.linkedevents.org/location/33893f0f-3ee6-4dce-a088-09719a1f1fbb/review/8cb522ee-088a-4f5e-8373-b2e546b855ed"	"Good food fish and meat and a lot of laughs ????? &quot;"	"https://www.foursquare.com/v/isola-fiorita/4e1f346b52b1bdc463ea394c"	"http://data.linkedevents.org/kos/3cixty/restaurant"
"http://data.linkedevents.org/location/33893f0f-3ee6-4dce-a088-09719a1f1fbb/review/8cb522ee-088a-4f5e-8373-b2e546b855ed"	"Good food fish and meat and a lot of laughs ????? &quot;"	"https://www.foursquare.com/v/isola-fiorita/4e1f346b52b1bdc463ea394c"	"http://data.linkedevents.org/kos/foursquare/restaurant"
"http://data.linkedevents.org/location/af9024a1-95f2-4106-ab34-5dca0807b359/review/52eeeb88-f5d7-442a-ad35-d075075eb615"	"Great great great stuff to eat! The price does not? down to? meat? good, all in style States &quot;"	"https://www.foursquare.com/v/road-house/4c57ac6530d82d7f337bda62"	"http://data.linkedevents.org/kos/3cixty/southernsoulfoodrestaurant"
"http://data.linkedevents.org/location/af9024a1-95f2-4106-ab34-5dca0807b359/review/52eeeb88-f5d7-442a-ad35-d075075eb615"	"Great great great stuff to eat! The price does not? down to? meat? good, all in style States &quot;"	"https://www.foursquare.com/v/road-house/4c57ac6530d82d7f337bda62"	"http://data.linkedevents.org/kos/foursquare/southernsoulfoodrestaurant"
"http://data.linkedevents.org/location/11846f89-29dd-4b90-ba99-077aae59721a/review/b0bde730-bf3d-4a0e-899a-cdd98fa014e7"	"B&#39;appetito &quot;"	"https://www.foursquare.com/v/the-silvanas-house/4c86816bd34ca143a97c5080"	"http://data.linkedevents.org/kos/3cixty/homeprivate"
"http://data.linkedevents.org/location/11846f89-29dd-4b90-ba99-077aae59721a/review/b0bde730-bf3d-4a0e-899a-cdd98fa014e7"	"B&#39;appetito &quot;"	"https://www.foursquare.com/v/the-silvanas-house/4c86816bd34ca143a97c5080"	"http://data.linkedevents.org/kos/foursquare/homeprivate"
"http://data.linkedevents.org/location/215b2c1e-5b2e-4af5-9c31-883dc9e29e8e/review/846b33aa-5a86-4dcf-8166-d52e1cf0fb88"	"Si sleeping ^^ &quot;"	"https://www.foursquare.com/v/master-gs-crib/4d53c7563d7354818a354052"	"http://data.linkedevents.org/kos/3cixty/homeprivate"
"http://data.linkedevents.org/location/215b2c1e-5b2e-4af5-9c31-883dc9e29e8e/review/846b33aa-5a86-4dcf-8166-d52e1cf0fb88"	"Si sleeping ^^ &quot;"	"https://www.foursquare.com/v/master-gs-crib/4d53c7563d7354818a354052"	"http://data.linkedevents.org/kos/foursquare/homeprivate"
"http://data.linkedevents.org/location/d719a824-e867-401d-94bd-85cded3f19f4/review/9131882e-b3be-46c7-9a3b-92c8347eb45a"	"Fai Benza e vaiiiiiiiiii !!! &quot;"	"https://www.foursquare.com/v/agip/4e65f9e4b993678bb8206c67"	"http://data.linkedevents.org/kos/3cixty/gasstationgarage"
"http://data.linkedevents.org/location/d719a824-e867-401d-94bd-85cded3f19f4/review/9131882e-b3be-46c7-9a3b-92c8347eb45a"	"Fai Benza e vaiiiiiiiiii !!! &quot;"	"https://www.foursquare.com/v/agip/4e65f9e4b993678bb8206c67"	"http://data.linkedevents.org/kos/foursquare/gasstationgarage"
"http://data.linkedevents.org/location/d719a824-e867-401d-94bd-85cded3f19f4/review/f9ce49e6-f1ba-43fa-9add-581d95dd284c"	"remember to download the Benz !!! &quot;"	"https://www.foursquare.com/v/agip/4e65f9e4b993678bb8206c67"	"http://data.linkedevents.org/kos/3cixty/gasstationgarage"
"http://data.linkedevents.org/location/d719a824-e867-401d-94bd-85cded3f19f4/review/f9ce49e6-f1ba-43fa-9add-581d95dd284c"	"remember to download the Benz !!! &quot;"	"https://www.foursquare.com/v/agip/4e65f9e4b993678bb8206c67"	"http://data.linkedevents.org/kos/foursquare/gasstationgarage"
"http://data.linkedevents.org/location/0e020d9b-c411-4e4c-8615-aae11df5ee55/review/fee3363c-0509-475b-878a-5854300eee50"	"A modern plant cheap especially for courses of children. Even the instructors are very prepared &quot;"	"https://www.foursquare.com/v/piscina-comunale-rozzano/4f68dd5be4b053c5172ca9b0"	"http://data.linkedevents.org/kos/3cixty/pool"
"http://data.linkedevents.org/location/0e020d9b-c411-4e4c-8615-aae11df5ee55/review/fee3363c-0509-475b-878a-5854300eee50"	"A modern plant cheap especially for courses of children. Even the instructors are very prepared &quot;"	"https://www.foursquare.com/v/piscina-comunale-rozzano/4f68dd5be4b053c5172ca9b0"	"http://data.linkedevents.org/kos/foursquare/pool"
"http://data.linkedevents.org/location/384ae242-b39a-456e-abbe-71adc83b87af/review/936dbefb-82cb-4f8e-9b34-5adcfd8f6ef1"	"The water? always pleasantly warm and clean. Not too crowded at lunch. The locker rooms are also clean and the staff friendly and helpful. &quot;"	"https://www.foursquare.com/v/centro-sportivo-ama/4bd6d1f67b1876b01a078d86"	"http://data.linkedevents.org/kos/foursquare/pool"
"http://data.linkedevents.org/location/384ae242-b39a-456e-abbe-71adc83b87af/review/e27a5d1e-da5e-4988-ae19-90746dcd1a14"	"Nice pool with sauna and fitness center. Clean and not too crowded at lunch. &quot;"	"https://www.foursquare.com/v/centro-sportivo-ama/4bd6d1f67b1876b01a078d86"	"http://data.linkedevents.org/kos/foursquare/pool"
"http://data.linkedevents.org/location/44664587-379f-4220-9572-146f39db4224/review/0774b2e3-6232-48f5-8418-91643d895a29"	"Meeting point the Pontesestesi. &quot;"	"https://www.foursquare.com/v/gelateria-ponte-sesto/4e35bccdc65b2313e2910340"	"http://data.linkedevents.org/kos/3cixty/cupcakeshop"
"http://data.linkedevents.org/location/44664587-379f-4220-9572-146f39db4224/review/0774b2e3-6232-48f5-8418-91643d895a29"	"Meeting point the Pontesestesi. &quot;"	"https://www.foursquare.com/v/gelateria-ponte-sesto/4e35bccdc65b2313e2910340"	"http://data.linkedevents.org/kos/foursquare/cupcakeshop"
"http://data.linkedevents.org/location/5c2124ac-c9e7-47eb-b8da-982dd2408036/review/8a9a7a1b-9b40-4f87-b38d-36a2e24fbd9c"	"Pizza? very bad! &quot;"	"https://www.foursquare.com/v/nardin/501d66e1e4b04798bbe35aa5"	"http://data.linkedevents.org/kos/3cixty/pizzaplace"
"http://data.linkedevents.org/location/5c2124ac-c9e7-47eb-b8da-982dd2408036/review/8a9a7a1b-9b40-4f87-b38d-36a2e24fbd9c"	"Pizza? very bad! &quot;"	"https://www.foursquare.com/v/nardin/501d66e1e4b04798bbe35aa5"	"http://data.linkedevents.org/kos/foursquare/pizzaplace"
"http://data.linkedevents.org/location/fba9247b-8eb0-413f-86aa-c192b3801520/review/9e487650-d99b-4c2f-bb7c-5878e3c2a10b"	"A good company &quot;"	"https://www.foursquare.com/v/oratorio-ponte-sesto/4f5b9de7e4b0cfc5e0f7e3a9"	"http://data.linkedevents.org/kos/foursquare/church"
"http://data.linkedevents.org/location/197021fb-8e13-4e65-817c-c9c7b0ce2878/review/ea108c6b-cfa6-4f1f-8ca6-570b05e0a945"	"Following my son in his passion, I'm able to discover very hidden football fields"	"https://www.foursquare.com/v/oratorio-via-dante-25/526d362811d27d0e9bd9d1d9"	"http://data.linkedevents.org/kos/foursquare/soccerfield"
"http://data.linkedevents.org/location/88e9bd10-b438-43a9-af88-d3548482281f/review/49401c9e-bef1-4f6b-9266-8c062fc2a82f"	"Pizza and pasta dishes not bad. Council pizza Mediterranea &quot;"	"https://www.foursquare.com/v/peccati-di-gola-2-opera-milano/4d3dd968d2c8f04db7d26d72"	"http://data.linkedevents.org/kos/3cixty/pizzaplace"
"http://data.linkedevents.org/location/88e9bd10-b438-43a9-af88-d3548482281f/review/49401c9e-bef1-4f6b-9266-8c062fc2a82f"	"Pizza and pasta dishes not bad. Council pizza Mediterranea &quot;"	"https://www.foursquare.com/v/peccati-di-gola-2-opera-milano/4d3dd968d2c8f04db7d26d72"	"http://data.linkedevents.org/kos/foursquare/pizzaplace"
"http://data.linkedevents.org/location/e0e90734-1403-466f-955e-bcd8de21cd61/review/1b9a6508-936c-4472-92e6-682e705a814f"	"Small cinema. Low price (6:50?) Good films, but poor management, bad screen, good quality? audio &quot;"	"https://www.foursquare.com/v/cinema-teatro-eduardo/5102e29be4b00e3873b0372a"	"http://data.linkedevents.org/kos/foursquare/theater"
"http://data.linkedevents.org/location/e0e90734-1403-466f-955e-bcd8de21cd61/review/250ac960-7e83-4f41-a37f-25df359ddc91"	"A movie theater that? a small gem, with a selection of quality films? at a low price and quality? audio / video analog. &quot;"	"https://www.foursquare.com/v/cinema-teatro-eduardo/5102e29be4b00e3873b0372a"	"http://data.linkedevents.org/kos/foursquare/theater"
"http://data.linkedevents.org/location/07a1d663-9a5c-4a23-9e77-986d258d090e/review/478784ad-3777-46fd-8268-9740ae712966"	"The best Gnocchi I have ever had with Gambas (Shrimps). The Sea Food salad is a starter is also perfect."	"https://www.foursquare.com/v/lo-zodiaco/4e70fe4a7d8b21fe9d847d6a"	"http://data.linkedevents.org/kos/3cixty/italianrestaurant"
"http://data.linkedevents.org/location/07a1d663-9a5c-4a23-9e77-986d258d090e/review/478784ad-3777-46fd-8268-9740ae712966"	"The best Gnocchi I have ever had with Gambas (Shrimps). The Sea Food salad is a starter is also perfect."	"https://www.foursquare.com/v/lo-zodiaco/4e70fe4a7d8b21fe9d847d6a"	"http://data.linkedevents.org/kos/foursquare/italianrestaurant"
"http://data.linkedevents.org/location/07a1d663-9a5c-4a23-9e77-986d258d090e/review/5ff067dc-4bb4-4b8a-a503-906b87e73be3"	"Fish really good !! And friendly staff. &quot;"	"https://www.foursquare.com/v/lo-zodiaco/4e70fe4a7d8b21fe9d847d6a"	"http://data.linkedevents.org/kos/3cixty/italianrestaurant"
"http://data.linkedevents.org/location/07a1d663-9a5c-4a23-9e77-986d258d090e/review/5ff067dc-4bb4-4b8a-a503-906b87e73be3"	"Fish really good !! And friendly staff. &quot;"	"https://www.foursquare.com/v/lo-zodiaco/4e70fe4a7d8b21fe9d847d6a"	"http://data.linkedevents.org/kos/foursquare/italianrestaurant"
"http://data.linkedevents.org/location/07a1d663-9a5c-4a23-9e77-986d258d090e/review/caf90005-d5ea-4755-bd51-c6a8a2ca5a63"	"Try the Pici Senesi At Peasant With Sausage And Cream Truffle - #salsiccia #tartufo &quot;"	"https://www.foursquare.com/v/lo-zodiaco/4e70fe4a7d8b21fe9d847d6a"	"http://data.linkedevents.org/kos/3cixty/italianrestaurant"
"http://data.linkedevents.org/location/07a1d663-9a5c-4a23-9e77-986d258d090e/review/caf90005-d5ea-4755-bd51-c6a8a2ca5a63"	"Try the Pici Senesi At Peasant With Sausage And Cream Truffle - #salsiccia #tartufo &quot;"	"https://www.foursquare.com/v/lo-zodiaco/4e70fe4a7d8b21fe9d847d6a"	"http://data.linkedevents.org/kos/foursquare/italianrestaurant"
"http://data.linkedevents.org/location/0b6114f3-388b-4879-9f09-423d73b1d104/review/f5328524-9325-4f36-b37b-87b30e5f5c17"	"Our nest &quot;"	"https://www.foursquare.com/v/casa-lule/4f0154b9c5126f14b8d99d7f"	"http://data.linkedevents.org/kos/3cixty/homeprivate"
"http://data.linkedevents.org/location/0b6114f3-388b-4879-9f09-423d73b1d104/review/f5328524-9325-4f36-b37b-87b30e5f5c17"	"Our nest &quot;"	"https://www.foursquare.com/v/casa-lule/4f0154b9c5126f14b8d99d7f"	"http://data.linkedevents.org/kos/foursquare/homeprivate"
"http://data.linkedevents.org/location/885bb4b3-baf6-4c2c-83b4-d71b06991670/review/1600fde0-da77-4377-8f66-dfc452fff063"	"New course from November 2011 Volunteers &quot;"	"https://www.foursquare.com/v/croce-rossa-italiana/4e6f8db68998fd5c56b518cd"	"http://data.linkedevents.org/kos/foursquare/emergencyroom"
"http://data.linkedevents.org/location/f2150946-de6c-4186-9d4b-4423d4819d95/review/07545a19-cc4f-454f-847b-4f6a0f103c8b"	"Want to delight in photography come to the course that I am organizing! &quot;"	"https://www.foursquare.com/v/opera/4db594184df05e5aaaf53425"	"http://data.linkedevents.org/kos/foursquare/city"
"http://data.linkedevents.org/location/f2150946-de6c-4186-9d4b-4423d4819d95/review/0f2144fe-72b0-4cf0-b5ad-77cc9ad6ea75"	"Country in the green, quiet, easy to reach by public transport. &quot;"	"https://www.foursquare.com/v/opera/4db594184df05e5aaaf53425"	"http://data.linkedevents.org/kos/foursquare/city"
"http://data.linkedevents.org/location/f2150946-de6c-4186-9d4b-4423d4819d95/review/4a6dd2a4-2423-46ae-8d5f-4398b7de180f"	"Need a photographer? Call GN Photography! &quot;"	"https://www.foursquare.com/v/opera/4db594184df05e5aaaf53425"	"http://data.linkedevents.org/kos/foursquare/city"
"http://data.linkedevents.org/location/f2150946-de6c-4186-9d4b-4423d4819d95/review/acb2d9e7-5db7-48a0-ac2a-54dfd9fcc491"	"Great ice cream in Via Manzoni !! &quot;"	"https://www.foursquare.com/v/opera/4db594184df05e5aaaf53425"	"http://data.linkedevents.org/kos/foursquare/city"
"http://data.linkedevents.org/location/f6edd152-c316-4913-9800-b45dfd3d57f6/review/18d46075-850e-4a6b-b44e-c440e206df24"	"Pizzeria.Pizza very good. &quot;"	"https://www.foursquare.com/v/santa-maria/53e5071a498ee2c09742e9d0"	"http://data.linkedevents.org/kos/3cixty/pizzaplace"
"http://data.linkedevents.org/location/f6edd152-c316-4913-9800-b45dfd3d57f6/review/18d46075-850e-4a6b-b44e-c440e206df24"	"Pizzeria.Pizza very good. &quot;"	"https://www.foursquare.com/v/santa-maria/53e5071a498ee2c09742e9d0"	"http://data.linkedevents.org/kos/foursquare/pizzaplace"
"http://data.linkedevents.org/location/d1e8c5fc-ce40-46f8-a30e-d9f2ec99d592/review/3fb1b66b-ac35-4729-8a62-bac7d7050ca5"	"relax in the open and mosquitoes; P &quot;"	"https://www.foursquare.com/v/parco-bosco-in-citt%C3%A0-opera/4de25cf118385df2b02157a8"	"http://data.linkedevents.org/kos/3cixty/park"
"http://data.linkedevents.org/location/d1e8c5fc-ce40-46f8-a30e-d9f2ec99d592/review/3fb1b66b-ac35-4729-8a62-bac7d7050ca5"	"relax in the open and mosquitoes; P &quot;"	"https://www.foursquare.com/v/parco-bosco-in-citt%C3%A0-opera/4de25cf118385df2b02157a8"	"http://data.linkedevents.org/kos/foursquare/park"
"http://data.linkedevents.org/location/252a0314-269c-41bc-89fa-2789204f3f16/review/40fa931f-fed8-4a9b-b8cd-c0d8b28695a2"	"Great coffee &#39;, of course. &quot;"	"https://www.foursquare.com/v/la-bottega-del-caff%C3%A8/4efc36919911cd89d0b17a4e"	"http://data.linkedevents.org/kos/3cixty/coffeeshop"
"http://data.linkedevents.org/location/252a0314-269c-41bc-89fa-2789204f3f16/review/40fa931f-fed8-4a9b-b8cd-c0d8b28695a2"	"Great coffee &#39;, of course. &quot;"	"https://www.foursquare.com/v/la-bottega-del-caff%C3%A8/4efc36919911cd89d0b17a4e"	"http://data.linkedevents.org/kos/foursquare/coffeeshop"
"http://data.linkedevents.org/location/252a0314-269c-41bc-89fa-2789204f3f16/review/9ddf562b-d411-4e9e-a75f-dc78a7ab1bc3"	"Inside the mall? the best coffee ?. Drinks are &quot;golosini&quot;! &quot;"	"https://www.foursquare.com/v/la-bottega-del-caff%C3%A8/4efc36919911cd89d0b17a4e"	"http://data.linkedevents.org/kos/3cixty/coffeeshop"
"http://data.linkedevents.org/location/252a0314-269c-41bc-89fa-2789204f3f16/review/9ddf562b-d411-4e9e-a75f-dc78a7ab1bc3"	"Inside the mall? the best coffee ?. Drinks are &quot;golosini&quot;! &quot;"	"https://www.foursquare.com/v/la-bottega-del-caff%C3%A8/4efc36919911cd89d0b17a4e"	"http://data.linkedevents.org/kos/foursquare/coffeeshop"
"http://data.linkedevents.org/location/31cae939-4d14-48fe-94fd-0c54d41ed2ab/review/0f230add-b35e-45b4-8860-a34e1202e203"	"Chicken chicken is really good. It is a new style in Milano were fast food is not a culture. The chicken quality is really good. Kids area is a great idea"	"https://www.foursquare.com/v/chickenchicken/51757375e4b0bbda35bf604e"	"http://data.linkedevents.org/kos/3cixty/fastfoodrestaurant"
"http://data.linkedevents.org/location/31cae939-4d14-48fe-94fd-0c54d41ed2ab/review/0f230add-b35e-45b4-8860-a34e1202e203"	"Chicken chicken is really good. It is a new style in Milano were fast food is not a culture. The chicken quality is really good. Kids area is a great idea"	"https://www.foursquare.com/v/chickenchicken/51757375e4b0bbda35bf604e"	"http://data.linkedevents.org/kos/foursquare/fastfoodrestaurant"
"http://data.linkedevents.org/location/31cae939-4d14-48fe-94fd-0c54d41ed2ab/review/4cd34cc7-de96-4374-8c3f-57c9d2670bcd"	"Slow slow slow &quot;"	"https://www.foursquare.com/v/chickenchicken/51757375e4b0bbda35bf604e"	"http://data.linkedevents.org/kos/3cixty/fastfoodrestaurant"
"http://data.linkedevents.org/location/31cae939-4d14-48fe-94fd-0c54d41ed2ab/review/4cd34cc7-de96-4374-8c3f-57c9d2670bcd"	"Slow slow slow &quot;"	"https://www.foursquare.com/v/chickenchicken/51757375e4b0bbda35bf604e"	"http://data.linkedevents.org/kos/foursquare/fastfoodrestaurant"
"http://data.linkedevents.org/location/31cae939-4d14-48fe-94fd-0c54d41ed2ab/review/c0c0619e-9b08-4097-ba71-854fc37639d9"	"Not the massimopollo too greasy and fat ........ &quot;"	"https://www.foursquare.com/v/chickenchicken/51757375e4b0bbda35bf604e"	"http://data.linkedevents.org/kos/3cixty/fastfoodrestaurant"
"http://data.linkedevents.org/location/31cae939-4d14-48fe-94fd-0c54d41ed2ab/review/c0c0619e-9b08-4097-ba71-854fc37639d9"	"Not the massimopollo too greasy and fat ........ &quot;"	"https://www.foursquare.com/v/chickenchicken/51757375e4b0bbda35bf604e"	"http://data.linkedevents.org/kos/foursquare/fastfoodrestaurant"
"http://data.linkedevents.org/location/36c159a1-de11-4988-a057-69f980ba8b51/review/991a51be-6190-4229-92f4-e4a1c987c0ce"	"Economic good clean &quot;"	"https://www.foursquare.com/v/kiko-san-giuliano/4fe98e37e4b030e427244afc"	"http://data.linkedevents.org/kos/3cixty/asianrestaurant"
"http://data.linkedevents.org/location/36c159a1-de11-4988-a057-69f980ba8b51/review/991a51be-6190-4229-92f4-e4a1c987c0ce"	"Economic good clean &quot;"	"https://www.foursquare.com/v/kiko-san-giuliano/4fe98e37e4b030e427244afc"	"http://data.linkedevents.org/kos/foursquare/asianrestaurant"
"http://data.linkedevents.org/location/58d1d991-b068-4d88-ae6e-bd3a8743e029/review/097efa2d-f638-4654-af46-06a7fb43b28d"	"Usual stuff that sucks !!! &quot;"	"https://www.foursquare.com/v/centro-commerciale-le-cupole/4c24e3f4f1272d7f9bca83c5"	"http://data.linkedevents.org/kos/3cixty/mall"
"http://data.linkedevents.org/location/58d1d991-b068-4d88-ae6e-bd3a8743e029/review/097efa2d-f638-4654-af46-06a7fb43b28d"	"Usual stuff that sucks !!! &quot;"	"https://www.foursquare.com/v/centro-commerciale-le-cupole/4c24e3f4f1272d7f9bca83c5"	"http://data.linkedevents.org/kos/foursquare/mall"
